Price,Close,High,Low,Open,Volume,Day_High_Low,Open_Close_Change,5_day_MA,20_day_MA,RSI,Trend,Next_Day_Change
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F,,,,,,,
Date,,,,,,,,,,,,
2015-05-18,1227.800048828125,1228.0999755859375,1222.5999755859375,1224.5,8,5.5,3.300048828125,1217.9400146484375,1197.905010986328,55.46753334687521,1,-20.9000244140625
2015-05-19,1206.9000244140625,1223.9000244140625,1206.0,1223.9000244140625,9,17.9000244140625,-17.0,1220.8000244140626,1198.1050109863281,48.98529603967754,0,2.0
2015-05-20,1208.9000244140625,1210.800048828125,1205.0999755859375,1205.0999755859375,11,5.7000732421875,3.800048828125,1218.9000244140625,1199.205010986328,61.276595744680854,1,-4.5
2015-05-21,1204.4000244140625,1204.5,1203.699951171875,1204.5,43,0.800048828125,-0.0999755859375,1214.7000244140625,1199.705010986328,63.10255513225,0,-0.0999755859375
2015-05-22,1204.300048828125,1211.9000244140625,1204.300048828125,1211.5999755859375,8,7.5999755859375,-7.2999267578125,1210.4600341796875,1201.1600158691406,58.58685808204474,0,-17.10009765625
2015-05-26,1187.199951171875,1193.5999755859375,1186.0,1193.5999755859375,40,7.5999755859375,-6.4000244140625,1202.3400146484375,1200.3550109863281,47.3357039092821,0,-1.2999267578125
2015-05-27,1185.9000244140625,1185.9000244140625,1185.9000244140625,1185.9000244140625,200216,0.0,0.0,1198.1400146484375,1198.9500122070312,48.01800920035236,0,2.199951171875
2015-05-28,1188.0999755859375,1192.0,1179.5999755859375,1187.0999755859375,52705,12.4000244140625,1.0,1193.9800048828124,1197.865008544922,52.70652826627777,1,1.300048828125
2015-05-29,1189.4000244140625,1193.300048828125,1185.699951171875,1187.800048828125,4748,7.60009765625,1.5999755859375,1190.9800048828124,1198.2150085449218,50.150174368448965,1,-1.0999755859375
2015-06-01,1188.300048828125,1204.0,1184.300048828125,1190.5999755859375,1236,19.699951171875,-2.2999267578125,1187.7800048828126,1198.905010986328,52.68143660308577,0,5.7999267578125
2015-06-02,1194.0999755859375,1194.300048828125,1186.0,1189.0,1003,8.300048828125,5.0999755859375,1189.160009765625,1199.2700073242188,50.81967213114754,1,-9.4000244140625
2015-06-03,1184.699951171875,1193.9000244140625,1179.0999755859375,1193.9000244140625,630,14.800048828125,-9.2000732421875,1188.9199951171875,1198.8450073242188,27.563192944301136,0,-9.7999267578125
2015-06-04,1174.9000244140625,1185.300048828125,1173.0,1184.9000244140625,447,12.300048828125,-10.0,1186.2800048828126,1198.0750061035155,17.58660891694194,0,-7.0999755859375
2015-06-05,1167.800048828125,1177.300048828125,1164.0,1176.4000244140625,390,13.300048828125,-8.5999755859375,1181.960009765625,1197.3450073242188,16.01883537023724,0,5.39990234375
2015-06-08,1173.199951171875,1176.0999755859375,1169.0999755859375,1169.5,173,7.0,3.699951171875,1178.939990234375,1196.5500061035157,18.97713117323768,1,4.10009765625
2015-06-09,1177.300048828125,1180.300048828125,1172.699951171875,1172.9000244140625,144,7.60009765625,4.4000244140625,1175.5800048828125,1196.2550109863282,29.213450397672432,1,8.7999267578125
2015-06-10,1186.0999755859375,1190.0999755859375,1175.5999755859375,1176.0999755859375,295,14.5,10.0,1175.860009765625,1195.9300109863282,35.38453833802315,1,-6.199951171875
2015-06-11,1179.9000244140625,1183.199951171875,1174.4000244140625,1183.199951171875,69,8.7999267578125,-3.2999267578125,1176.860009765625,1194.0050109863282,34.62980548322868,0,-1.0999755859375
2015-06-12,1178.800048828125,1181.199951171875,1176.199951171875,1180.4000244140625,141,5.0,-1.5999755859375,1179.060009765625,1191.6750122070312,34.200686137481625,0,6.5
2015-06-15,1185.300048828125,1188.5,1172.699951171875,1179.9000244140625,102,15.800048828125,5.4000244140625,1181.480029296875,1189.6650146484376,48.644855256192365,1,-4.800048828125
2015-06-16,1180.5,1186.5,1175.9000244140625,1186.5,29,10.5999755859375,-6.0,1182.12001953125,1187.3000122070312,46.3314917676874,0,-4.0999755859375
2015-06-17,1176.4000244140625,1186.300048828125,1174.9000244140625,1177.5999755859375,168,11.4000244140625,-1.199951171875,1180.180029296875,1185.7750122070313,42.25166291023033,0,25.0999755859375
2015-06-18,1201.5,1202.0,1183.4000244140625,1183.4000244140625,130,18.5999755859375,18.0999755859375,1184.5000244140624,1185.405010986328,56.09265572005119,1,0.0
2015-06-19,1201.5,1203.0999755859375,1199.699951171875,1199.699951171875,142,3.4000244140625,1.800048828125,1189.0400146484376,1185.260009765625,56.72097278644344,1,-17.800048828125
2015-06-22,1183.699951171875,1197.800048828125,1182.699951171875,1197.800048828125,30,15.10009765625,-14.10009765625,1188.7199951171874,1184.2300048828124,45.281288320112715,0,-7.5
2015-06-23,1176.199951171875,1186.0,1176.199951171875,1183.800048828125,60,9.800048828125,-7.60009765625,1187.8599853515625,1183.6800048828125,46.075708527579145,0,-3.5999755859375
2015-06-24,1172.5999755859375,1176.5999755859375,1170.699951171875,1176.5999755859375,263,5.9000244140625,-4.0,1187.0999755859375,1183.0150024414063,48.873627753161756,0,-1.0999755859375
2015-06-25,1171.5,1175.9000244140625,1171.5,1175.800048828125,95,4.4000244140625,-4.300048828125,1181.0999755859375,1182.1850036621095,51.92505557319784,0,1.4000244140625
2015-06-26,1172.9000244140625,1172.9000244140625,1170.5,1170.5,308,2.4000244140625,2.4000244140625,1175.37998046875,1181.3600036621094,49.837173269642925,1,5.5999755859375
2015-06-29,1178.5,1186.0,1173.800048828125,1185.0999755859375,174,12.199951171875,-6.5999755859375,1174.339990234375,1180.8700012207032,50.641000560793984,0,-7.0
2015-06-30,1171.5,1176.4000244140625,1166.5999755859375,1176.300048828125,223,9.800048828125,-4.800048828125,1173.4,1179.7400024414062,42.04793723612912,0,-2.5
2015-07-01,1169.0,1173.0999755859375,1166.5999755859375,1173.0999755859375,455,6.5,-4.0999755859375,1172.6800048828125,1178.9550048828125,43.81383232993633,0,-6.0
2015-07-02,1163.0,1168.0999755859375,1155.5,1166.4000244140625,316,12.5999755859375,-3.4000244140625,1170.9800048828124,1178.3600036621094,41.50535009240591,0,9.9000244140625
2015-07-06,1172.9000244140625,1173.0,1162.199951171875,1171.0999755859375,634,10.800048828125,1.800048828125,1170.9800048828124,1178.6150024414062,43.56845369623495,1,-20.5
2015-07-07,1152.4000244140625,1166.800048828125,1149.5,1166.800048828125,469,17.300048828125,-14.4000244140625,1165.760009765625,1177.5750061035155,37.46655588502084,0,10.9000244140625
2015-07-08,1163.300048828125,1163.300048828125,1146.4000244140625,1152.5999755859375,65,16.9000244140625,10.7000732421875,1164.12001953125,1176.8750061035157,44.491180447399415,1,-4.300048828125
2015-07-09,1159.0,1163.5999755859375,1154.800048828125,1154.800048828125,65,8.7999267578125,4.199951171875,1162.12001953125,1175.5200073242188,28.338451736855987,1,-1.300048828125
2015-07-10,1157.699951171875,1161.4000244140625,1157.5,1160.0999755859375,27,3.9000244140625,-2.4000244140625,1161.060009765625,1174.4100036621094,27.96781474813517,0,-2.5
2015-07-13,1155.199951171875,1159.0,1151.199951171875,1159.0,14,7.800048828125,-3.800048828125,1157.5199951171876,1173.229998779297,33.05590552552587,0,-1.89990234375
2015-07-14,1153.300048828125,1157.199951171875,1153.0,1157.199951171875,39,4.199951171875,-3.89990234375,1157.7,1171.6299987792968,35.414074940286625,0,-6.10009765625
2015-07-15,1147.199951171875,1154.0,1144.800048828125,1154.0,15,9.199951171875,-6.800048828125,1154.47998046875,1169.9649963378906,34.320996212811934,0,-3.39990234375
2015-07-16,1143.800048828125,1146.199951171875,1142.9000244140625,1146.199951171875,14,3.2999267578125,-2.39990234375,1151.439990234375,1168.3349975585938,33.37338839438799,0,-12.0
2015-07-17,1131.800048828125,1144.0,1130.199951171875,1144.0,120,13.800048828125,-12.199951171875,1146.260009765625,1164.85,28.115034664579724,0,-25.10009765625
2015-07-20,1106.699951171875,1130.699951171875,1095.0999755859375,1130.4000244140625,189,35.5999755859375,-23.7000732421875,1136.560009765625,1160.1099975585937,18.342171040308983,0,-3.2999267578125
2015-07-21,1103.4000244140625,1106.4000244140625,1097.0999755859375,1097.0999755859375,118,9.300048828125,6.300048828125,1126.5800048828125,1156.0950012207031,18.96083403901129,1,-12.0
2015-07-22,1091.4000244140625,1095.0,1086.0,1093.0,46,9.0,-1.5999755859375,1115.42001953125,1151.8550048828124,17.4496946707944,0,2.5999755859375
2015-07-23,1094.0,1097.5999755859375,1087.800048828125,1097.4000244140625,64,9.7999267578125,-3.4000244140625,1105.460009765625,1147.9250061035157,20.207266448387898,0,-8.4000244140625
2015-07-24,1085.5999755859375,1100.699951171875,1078.5999755859375,1078.5999755859375,52,22.0999755859375,7.0,1096.2199951171874,1143.6300048828125,11.811018576466395,1,10.9000244140625
2015-07-27,1096.5,1102.5,1093.9000244140625,1100.0,19,8.5999755859375,-3.5,1094.1800048828125,1139.8100036621095,23.304687053677085,0,-0.199951171875
2015-07-28,1096.300048828125,1097.699951171875,1096.300048828125,1097.199951171875,31,1.39990234375,-0.89990234375,1092.760009765625,1135.7000061035155,14.36170212765957,0,-3.60009765625
2015-07-29,1092.699951171875,1096.9000244140625,1092.699951171875,1096.4000244140625,159142,4.2000732421875,-3.7000732421875,1093.0199951171876,1131.7600036621093,14.469445803688018,0,-4.2999267578125
2015-07-30,1088.4000244140625,1097.5,1081.0,1096.0999755859375,49298,16.5,-7.699951171875,1091.9,1127.7300048828124,14.018702250887017,0,6.5
2015-07-31,1094.9000244140625,1102.800048828125,1079.0999755859375,1087.699951171875,5700,23.7000732421875,7.2000732421875,1093.760009765625,1124.3250061035155,19.9401940225666,1,-5.5
2015-08-03,1089.4000244140625,1097.0999755859375,1085.0,1095.5,2418,12.0999755859375,-6.0999755859375,1092.3400146484375,1120.1500061035156,19.24927362894158,0,1.2999267578125
2015-08-04,1090.699951171875,1093.9000244140625,1080.5,1085.0999755859375,1139,13.4000244140625,5.5999755859375,1091.2199951171874,1117.0650024414062,21.49339883176937,1,-5.0
2015-08-05,1085.699951171875,1090.5999755859375,1082.5,1086.5,1207,8.0999755859375,-0.800048828125,1089.8199951171875,1113.1849975585938,21.151873968099267,0,4.5
2015-08-06,1090.199951171875,1092.199951171875,1083.5999755859375,1084.4000244140625,269,8.5999755859375,5.7999267578125,1090.17998046875,1109.7449951171875,27.682339350407474,1,3.9000244140625
2015-08-07,1094.0999755859375,1098.300048828125,1081.699951171875,1088.9000244140625,614,16.60009765625,5.199951171875,1090.019970703125,1106.5649963378905,41.250002119279856,1,10.0999755859375
2015-08-10,1104.199951171875,1107.5999755859375,1089.5,1093.199951171875,900,18.0999755859375,11.0,1092.9799560546876,1104.0149963378906,50.507568211497855,1,3.4000244140625
2015-08-11,1107.5999755859375,1116.699951171875,1094.0,1103.800048828125,997,22.699951171875,3.7999267578125,1096.3599609375,1101.7299926757812,61.538434786237694,1,15.5999755859375
2015-08-12,1123.199951171875,1124.5,1101.5,1106.0,797,23.0,17.199951171875,1103.8599609375,1100.5299926757812,67.54805787779463,1,-7.5
2015-08-13,1115.699951171875,1124.300048828125,1113.0,1124.300048828125,441,11.300048828125,-8.60009765625,1108.9599609375,1099.1249877929688,68.28675721335328,0,-2.7999267578125
2015-08-14,1112.9000244140625,1118.800048828125,1112.5,1113.9000244140625,908,6.300048828125,-1.0,1112.719970703125,1098.1799865722655,61.05125484292871,0,5.699951171875
2015-08-17,1118.5999755859375,1122.0,1113.800048828125,1113.800048828125,399,8.199951171875,4.7999267578125,1115.5999755859375,1098.7749877929687,63.989946408414134,1,-1.5
2015-08-18,1117.0999755859375,1118.4000244140625,1110.0,1118.199951171875,475,8.4000244140625,-1.0999755859375,1117.4999755859376,1099.4599853515624,65.72171962428641,0,11.0
2015-08-19,1128.0999755859375,1134.300048828125,1116.800048828125,1117.0,348,17.5,11.0999755859375,1118.47998046875,1101.2949829101562,73.54688205924262,1,24.9000244140625
2015-08-20,1153.0,1153.300048828125,1132.800048828125,1132.800048828125,409,20.5,20.199951171875,1125.939990234375,1104.2449829101563,78.2863058751933,1,6.5999755859375
2015-08-21,1159.5999755859375,1166.5,1150.5,1154.0999755859375,261,16.0,5.5,1135.27998046875,1107.9449829101563,83.81506900866489,1,-6.199951171875
2015-08-24,1153.4000244140625,1169.0,1147.5,1164.0,299,21.5,-10.5999755859375,1142.239990234375,1110.7899841308595,78.84092539998585,0,-15.2000732421875
2015-08-25,1138.199951171875,1155.5,1134.0,1151.5,217,21.5,-13.300048828125,1146.4599853515624,1112.8849792480469,72.07739407902031,0,-13.5999755859375
2015-08-26,1124.5999755859375,1143.0,1119.5999755859375,1139.199951171875,116,23.4000244140625,-14.5999755859375,1145.7599853515626,1114.47998046875,63.43752235176311,0,-2.199951171875
2015-08-27,1122.4000244140625,1127.4000244140625,1118.4000244140625,1127.199951171875,564,9.0,-4.7999267578125,1139.639990234375,1116.17998046875,61.203520424337555,0,10.699951171875
2015-08-28,1133.0999755859375,1139.0,1123.5999755859375,1125.300048828125,279,15.4000244140625,7.7999267578125,1134.339990234375,1118.0899780273437,61.386948169567404,1,-1.5
2015-08-31,1131.5999755859375,1134.0,1124.800048828125,1131.0999755859375,194,9.199951171875,0.5,1129.97998046875,1120.1999755859374,59.60001875003662,1,7.0999755859375
2015-09-01,1138.699951171875,1144.699951171875,1133.5,1133.5,375,11.199951171875,5.199951171875,1130.07998046875,1122.5999755859375,56.65237445592152,1,-6.199951171875
2015-09-02,1132.5,1140.4000244140625,1130.800048828125,1137.300048828125,201,9.5999755859375,-4.800048828125,1131.6599853515625,1124.9399780273438,57.29170640319758,0,-8.800048828125
2015-09-03,1123.699951171875,1132.9000244140625,1120.300048828125,1130.300048828125,122,12.5999755859375,-6.60009765625,1131.919970703125,1126.6149780273438,54.455421611511696,0,-3.0999755859375
2015-09-04,1120.5999755859375,1125.199951171875,1116.199951171875,1123.4000244140625,51,9.0,-2.800048828125,1129.419970703125,1127.9399780273438,50.84317136181644,0,-0.199951171875
2015-09-08,1120.4000244140625,1124.300048828125,1116.4000244140625,1119.800048828125,138,7.9000244140625,0.5999755859375,1127.17998046875,1128.749981689453,51.40667277192691,1,-18.2000732421875
2015-09-09,1102.199951171875,1123.5,1102.0999755859375,1123.5,150,21.4000244140625,-21.300048828125,1119.87998046875,1128.47998046875,39.59837357081997,0,7.300048828125
2015-09-10,1109.5,1113.5,1105.5,1107.300048828125,56,8.0,2.199951171875,1115.27998046875,1127.7949829101562,29.653863546048754,1,-6.0
