Price,Close,High,Low,Open,Volume,Day_High_Low,Open_Close_Change,5_day_MA,20_day_MA,RSI,Trend,Next_Day_Change
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F,,,,,,,
Date,,,,,,,,,,,,
2015-01-30,1278.5,1284.300048828125,1257.0,1258.0,8626,27.300048828125,20.5,1278.0199951171876,1252.9249938964845,67.33224284638757,1,-2.300048828125
2015-02-02,1276.199951171875,1284.0999755859375,1266.0,1284.0999755859375,1654,18.0999755859375,-7.9000244140625,1277.37998046875,1257.434991455078,63.11031513142985,0,-16.5
2015-02-03,1259.699951171875,1284.699951171875,1255.300048828125,1273.5,2380,29.39990234375,-13.800048828125,1270.97998046875,1260.2249877929687,57.02431686462604,0,4.10009765625
2015-02-04,1263.800048828125,1271.5999755859375,1256.800048828125,1262.0,668,14.7999267578125,1.800048828125,1266.5599853515625,1262.4499877929688,57.95455521272809,1,-1.800048828125
2015-02-05,1262.0,1272.5999755859375,1257.800048828125,1271.800048828125,133,14.7999267578125,-9.800048828125,1268.039990234375,1265.0199890136719,49.13629228137862,0,-28.0999755859375
2015-02-06,1233.9000244140625,1267.5999755859375,1228.0,1265.0,432,39.5999755859375,-31.0999755859375,1259.1199951171875,1266.294989013672,37.51451446200436,0,6.9000244140625
2015-02-09,1240.800048828125,1242.300048828125,1235.4000244140625,1237.5,319,6.9000244140625,3.300048828125,1252.0400146484376,1267.5349914550782,33.49818101709134,1,-9.2000732421875
2015-02-10,1231.5999755859375,1245.0,1231.199951171875,1237.5,231,13.800048828125,-5.9000244140625,1246.42001953125,1267.4799926757812,31.788876502877784,0,-12.5999755859375
2015-02-11,1219.0,1237.4000244140625,1219.0,1233.300048828125,102,18.4000244140625,-14.300048828125,1237.460009765625,1266.714990234375,26.80297959534512,0,1.0999755859375
2015-02-12,1220.0999755859375,1229.800048828125,1217.9000244140625,1217.9000244140625,99,11.9000244140625,2.199951171875,1229.0800048828125,1265.9999877929688,28.56299286491857,1,6.4000244140625
2015-02-13,1226.5,1232.800048828125,1222.199951171875,1222.199951171875,65,10.60009765625,4.300048828125,1227.6,1264.089990234375,33.703028739518174,1,-18.4000244140625
2015-02-17,1208.0999755859375,1234.0,1203.0,1227.699951171875,204,31.0,-19.5999755859375,1221.0599853515625,1260.6499877929687,25.178194101635697,0,-8.4000244140625
2015-02-18,1199.699951171875,1210.199951171875,1197.800048828125,1207.0999755859375,147,12.39990234375,-7.4000244140625,1214.67998046875,1255.9249877929688,24.79535419945961,0,7.4000244140625
2015-02-19,1207.0999755859375,1220.0,1205.0,1216.5,65,15.0,-9.4000244140625,1212.2999755859375,1251.594989013672,33.85455824922866,0,-2.699951171875
2015-02-20,1204.4000244140625,1213.0999755859375,1199.0999755859375,1206.5,51,14.0,-2.0999755859375,1209.1599853515625,1246.7799926757812,20.571954914555803,0,-4.0999755859375
2015-02-23,1200.300048828125,1203.300048828125,1191.5999755859375,1201.300048828125,268,11.7000732421875,-1.0,1203.9199951171875,1242.1649963378907,20.28199441746645,0,-3.4000244140625
2015-02-24,1196.9000244140625,1203.5,1193.800048828125,1203.4000244140625,151,9.699951171875,-6.5,1201.6800048828125,1238.0399963378907,22.600433529859757,0,4.0999755859375
2015-02-25,1201.0,1204.5999755859375,1201.0,1204.300048828125,570,3.5999755859375,-3.300048828125,1201.9400146484375,1233.5049987792968,22.600351084997513,0,8.5999755859375
2015-02-26,1209.5999755859375,1219.0,1204.800048828125,1204.800048828125,560,14.199951171875,4.7999267578125,1202.4400146484375,1229.6899963378905,28.41844568525775,1,3.0
2015-02-27,1212.5999755859375,1217.800048828125,1204.5,1207.699951171875,195,13.300048828125,4.9000244140625,1204.0800048828125,1227.5899963378906,38.940790224239116,1,-4.9000244140625
2015-03-02,1207.699951171875,1222.699951171875,1204.9000244140625,1214.300048828125,124,17.7999267578125,-6.60009765625,1205.5599853515625,1224.0499938964845,32.449586152081665,0,-3.699951171875
2015-03-03,1204.0,1212.0,1195.0,1201.5,51,17.0,2.5,1206.97998046875,1220.4399963378905,34.45946038828839,1,-3.4000244140625
2015-03-04,1200.5999755859375,1206.9000244140625,1198.0,1204.800048828125,27,8.9000244140625,-4.2000732421875,1206.8999755859375,1217.4849975585937,38.44219217492252,0,-4.699951171875
2015-03-05,1195.9000244140625,1205.4000244140625,1195.9000244140625,1201.699951171875,29,9.5,-5.7999267578125,1204.1599853515625,1214.0899963378906,35.45675157796512,0,-31.800048828125
2015-03-06,1164.0999755859375,1195.699951171875,1163.699951171875,1195.0,168,32.0,-30.9000244140625,1194.4599853515624,1209.1949951171875,21.27070053313041,0,2.300048828125
2015-03-09,1166.4000244140625,1174.199951171875,1166.300048828125,1169.4000244140625,45,7.89990234375,-3.0,1186.2,1205.8199951171875,27.459485853040547,0,-6.300048828125
2015-03-10,1160.0999755859375,1168.4000244140625,1156.5,1166.4000244140625,94,11.9000244140625,-6.300048828125,1177.4199951171875,1201.7849914550782,28.09736455127694,0,-9.4000244140625
2015-03-11,1150.699951171875,1162.0,1147.699951171875,1162.0,74,14.300048828125,-11.300048828125,1167.439990234375,1197.739990234375,19.480514333349632,0,1.4000244140625
2015-03-12,1152.0999755859375,1160.5,1149.699951171875,1155.4000244140625,63,10.800048828125,-3.300048828125,1158.67998046875,1194.3949890136719,21.295283883520128,0,0.5
2015-03-13,1152.5999755859375,1159.199951171875,1152.5999755859375,1158.199951171875,44,6.5999755859375,-5.5999755859375,1156.37998046875,1191.0199890136719,22.742853316331875,0,0.7000732421875
2015-03-16,1153.300048828125,1162.300048828125,1150.0999755859375,1159.699951171875,56,12.2000732421875,-6.39990234375,1153.7599853515626,1187.3599914550782,24.292519033861495,0,-5.0
2015-03-17,1148.300048828125,1158.199951171875,1144.300048828125,1153.5999755859375,71,13.89990234375,-5.2999267578125,1151.4,1184.3699951171875,19.253307428467252,0,3.0999755859375
2015-03-18,1151.4000244140625,1174.300048828125,1147.0,1148.699951171875,112,27.300048828125,2.7000732421875,1151.5400146484376,1181.9549987792968,13.715829528158295,1,17.699951171875
2015-03-19,1169.0999755859375,1171.5999755859375,1159.300048828125,1171.5999755859375,39,12.2999267578125,-2.5,1154.9400146484375,1180.054998779297,27.081173416754353,0,15.7000732421875
2015-03-20,1184.800048828125,1185.4000244140625,1171.0,1171.0,54,14.4000244140625,13.800048828125,1161.380029296875,1179.075,39.16752127276255,1,3.199951171875
2015-03-23,1188.0,1188.0,1181.199951171875,1181.5999755859375,5,6.800048828125,6.4000244140625,1168.32001953125,1178.4599975585938,42.39545138083082,1,3.699951171875
2015-03-24,1191.699951171875,1193.0,1186.0,1188.0,411,7.0,3.699951171875,1177.0,1178.1999938964843,45.78198383119836,1,5.60009765625
2015-03-25,1197.300048828125,1199.199951171875,1192.5,1192.5,11,6.699951171875,4.800048828125,1186.1800048828125,1178.0149963378906,50.65790454905804,1,7.7999267578125
2015-03-26,1205.0999755859375,1213.699951171875,1198.199951171875,1198.199951171875,68,15.5,6.9000244140625,1193.3800048828125,1177.7899963378907,74.8785965494458,1,-5.2999267578125
2015-03-27,1199.800048828125,1199.800048828125,1196.300048828125,1197.0,172260,3.5,2.800048828125,1196.3800048828125,1177.15,69.55504383237778,1,-15.0
2015-03-30,1184.800048828125,1198.5,1181.5999755859375,1198.0,37990,16.9000244140625,-13.199951171875,1195.7400146484374,1176.0050048828125,63.124378135268465,0,-1.7000732421875
2015-03-31,1183.0999755859375,1190.0999755859375,1178.199951171875,1185.800048828125,3409,11.9000244140625,-2.7000732421875,1194.02001953125,1174.9600036621093,68.75000883031525,0,25.0
2015-04-01,1208.0999755859375,1208.199951171875,1181.0,1182.9000244140625,1632,27.199951171875,25.199951171875,1196.1800048828125,1175.3350036621093,75.45454545454545,1,-7.199951171875
2015-04-02,1200.9000244140625,1205.699951171875,1194.800048828125,1204.0,1684,10.89990234375,-3.0999755859375,1195.3400146484375,1175.5850036621093,70.69411698252941,0,17.699951171875
2015-04-06,1218.5999755859375,1224.199951171875,1209.9000244140625,1209.9000244140625,343,14.2999267578125,8.699951171875,1199.1,1178.3100036621095,74.42034787800988,1,-8.0
2015-04-07,1210.5999755859375,1214.800048828125,1208.199951171875,1214.800048828125,406,6.60009765625,-4.2000732421875,1204.2599853515626,1180.520001220703,72.78712678986824,0,-7.5
2015-04-08,1203.0999755859375,1211.4000244140625,1197.5999755859375,1208.9000244140625,236,13.800048828125,-5.800048828125,1208.2599853515626,1182.6700012207032,68.32034190104595,0,-9.5
2015-04-09,1193.5999755859375,1202.5,1193.0,1201.699951171875,521,9.5,-8.0999755859375,1205.3599853515625,1184.8150024414062,59.21746350747119,0,11.0
2015-04-10,1204.5999755859375,1209.5999755859375,1195.800048828125,1195.800048828125,202,13.7999267578125,8.7999267578125,1206.0999755859375,1187.4400024414062,57.722290621045445,1,-5.2999267578125
2015-04-13,1199.300048828125,1208.0999755859375,1198.300048828125,1208.0999755859375,424,9.7999267578125,-8.7999267578125,1202.239990234375,1189.7750061035156,54.3361725887564,0,-6.5
2015-04-14,1192.800048828125,1200.5999755859375,1184.0999755859375,1198.800048828125,546,16.5,-6.0,1198.6800048828125,1191.7500061035157,50.41326028060611,0,8.699951171875
2015-04-15,1201.5,1203.0999755859375,1188.5999755859375,1194.5999755859375,196,14.5,6.9000244140625,1198.360009765625,1194.4100036621094,51.541835611625565,1,-3.5
2015-04-16,1198.0,1208.5,1194.5999755859375,1204.300048828125,199,13.9000244140625,-6.300048828125,1199.2400146484374,1196.7400024414062,47.30857186751231,0,4.9000244140625
2015-04-17,1202.9000244140625,1206.0,1200.199951171875,1200.199951171875,21,5.800048828125,2.7000732421875,1198.9000244140625,1198.4300048828125,51.178699035597226,1,-9.4000244140625
2015-04-20,1193.5,1206.9000244140625,1191.0,1205.699951171875,67,15.9000244140625,-12.199951171875,1197.7400146484374,1198.8650024414062,53.45510640195777,0,9.4000244140625
2015-04-21,1202.9000244140625,1202.9000244140625,1192.800048828125,1193.199951171875,33,10.0999755859375,9.7000732421875,1199.760009765625,1199.6100036621094,57.41020603956325,1,-16.0
2015-04-22,1186.9000244140625,1202.5999755859375,1185.199951171875,1199.0999755859375,93,17.4000244140625,-12.199951171875,1196.8400146484375,1199.3700073242187,41.49278647859064,0,7.5
2015-04-23,1194.4000244140625,1197.0,1186.0999755859375,1187.199951171875,331,10.9000244140625,7.2000732421875,1196.12001953125,1199.2250061035156,47.397916300162244,1,-19.2000732421875
2015-04-24,1175.199951171875,1194.699951171875,1174.5999755859375,1192.300048828125,52,20.0999755859375,-17.10009765625,1190.5800048828125,1197.7300048828124,32.832272139484616,0,28.10009765625
2015-04-27,1203.300048828125,1206.699951171875,1181.4000244140625,1182.300048828125,194,25.2999267578125,21.0,1192.5400146484376,1197.9050048828126,47.508559496520796,1,10.699951171875
2015-04-28,1214.0,1214.0,1199.699951171875,1199.699951171875,401,14.300048828125,14.300048828125,1194.760009765625,1199.3650024414062,53.64062093557838,1,-4.199951171875
2015-04-29,1209.800048828125,1212.5999755859375,1201.9000244140625,1211.199951171875,114,10.699951171875,-1.39990234375,1199.3400146484375,1200.7000061035155,55.60944269501448,0,-27.4000244140625
2015-04-30,1182.4000244140625,1205.9000244140625,1176.699951171875,1203.0999755859375,143,29.2000732421875,-20.699951171875,1196.9400146484375,1199.4150085449219,43.09703220438573,0,-7.9000244140625
2015-05-01,1174.5,1178.0999755859375,1170.0,1178.0999755859375,23,8.0999755859375,-3.5999755859375,1196.8000244140626,1198.0950073242188,42.411252571766674,0,12.300048828125
2015-05-04,1186.800048828125,1189.4000244140625,1177.5,1177.5,38,11.9000244140625,9.300048828125,1193.5000244140624,1196.5050109863282,48.22695240129054,1,6.39990234375
2015-05-05,1193.199951171875,1198.699951171875,1186.9000244140625,1187.5,48,11.7999267578125,5.699951171875,1189.3400146484375,1195.635009765625,47.51346868083724,1,-2.89990234375
2015-05-06,1190.300048828125,1194.5999755859375,1189.9000244140625,1194.5,14,4.699951171875,-4.199951171875,1185.4400146484375,1194.9950134277344,47.6849221554249,0,-7.9000244140625
2015-05-07,1182.4000244140625,1186.0,1179.699951171875,1181.5,44,6.300048828125,0.9000244140625,1185.4400146484375,1194.4350158691407,43.94566034035471,1,6.699951171875
2015-05-08,1189.0999755859375,1189.0999755859375,1182.9000244140625,1183.300048828125,51,6.199951171875,5.7999267578125,1188.360009765625,1193.6600158691406,48.67946426805062,1,-5.9000244140625
2015-05-11,1183.199951171875,1190.5,1179.300048828125,1189.699951171875,26,11.199951171875,-6.5,1187.639990234375,1192.8550109863281,43.960736912616056,0,9.4000244140625
2015-05-12,1192.5999755859375,1194.800048828125,1189.699951171875,1194.5999755859375,10,5.10009765625,-2.0,1187.5199951171876,1192.8450073242188,51.821070661940894,0,25.800048828125
2015-05-13,1218.4000244140625,1218.4000244140625,1191.0,1192.699951171875,34,27.4000244140625,25.7000732421875,1193.139990234375,1193.690008544922,56.86498664070694,1,7.0
2015-05-14,1225.4000244140625,1225.5999755859375,1214.5,1214.5,35,11.0999755859375,10.9000244140625,1201.739990234375,1195.060009765625,65.43667920652783,1,0.0999755859375
2015-05-15,1225.5,1225.5,1214.800048828125,1218.5,12,10.699951171875,7.0,1209.0199951171876,1196.190008544922,58.24664759731626,1,2.300048828125
