date,cpi,rates
16/12/2024,317.685,4.58
17/12/2024,317.685,4.58
18/12/2024,317.685,4.58
19/12/2024,317.685,4.33
20/12/2024,317.685,4.33
23/12/2024,317.685,4.33
24/12/2024,317.685,4.33
26/12/2024,317.685,4.33
27/12/2024,317.685,4.33
30/12/2024,317.685,4.33
31/12/2024,317.685,4.33
